brand_name,legal_name,city,address,lat,lng,phone,email,website,voen,stars_grade,tims_status,tims_id,tims_rating,insurance,service_languages,subcategory,sources,azeritour_url,description,pms_detected,pms_confidence,booking_signals,photo_url,created_at,updated_at
Art Hotel By ABAD guest,Art Hotel By ABAD guest,Sheki,"Şəki Xan Sarayı (The Palace of Shaki Khans), Sheki, Azerbaijan",41.2044097,47.1976291,994502129223,mammadovanar1@gmail.com,https://www.instagram.com/art_hotel_by_abadguest,1003650161,,APPROVED,65f0095428b53d1e386e1dd8,,No,,Qonaq evi,TIMS,,,Oracle OPERA; 1C,website_scan,Oracle OPERA; 1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240312112217t-r0000186861,2024-03-12T07:50:44.798Z,2025-04-29T11:56:56.486Z
Azpetrol,Azpetrol,Sheki,"Şəki, Şəki, Azerbaijan",41.1974753,47.1571241,994242452202,azpetrol@azpetrol.com,https://azpetrol.az,1700166231,,APPROVED,6467086a9bff11407fb6abf8,,No,,Qonaq evi,TIMS,,,1C,website_scan,1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230519092602t-r0000154621,2023-05-19T05:26:02.271Z,2025-04-29T11:56:56.486Z
Central Hostel,Central Hostel,Sheki,"22 Heydər Əliyev prospekti, Şəki, Azerbaijan",41.2037784,47.179488,994512512525,info@centralhostel.az,,3000693572,,APPROVED,65014af1c29cd31ed9785e6e,,No,,Hostel,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230913093857t-r0000123745,2023-09-13T05:38:57.306Z,2025-04-29T11:56:56.486Z
Cənnət Bağı İstirahət Mərkəzi,Cənnət Bağı İstirahət Mərkəzi,Sheki,"Kish, Azerbaijan",41.2522466,47.1918835,994503392200,mustafavusal8@gmail.com,,3000415082,,APPROVED,65f97da5e4f5ddcab3cd9a53,,No,,"Kottec tipli yerləşmə vasitələri (Kottec, dağ evi, bungalov, chalet)",TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240319155725t-r0000141226,2024-03-19T11:57:25.513Z,2025-04-29T11:56:56.486Z
Dost Evi Motel,Dost Evi Motel,Sheki,"Aydın Məmmədov küçəsi, Sheki, Azerbaijan",41.1932677,47.1702582,994558048497,xeyalhuseynov@gmail.com,,3003749072,,APPROVED,66d6bd562e4b3dfc7a96afb8,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240903113850t-r0000106265,2024-09-03T07:40:06.318Z,2025-04-29T11:56:56.486Z
Fgarden,Fgarden,Sheki,"F-Garden Hotel Sheki, S.Mümtaz, Sheki, Azerbaijan",41.218605,47.16907519999999,994507550100,fgardenhotel@gmail.com,http://www.fgardenhotel.com,3000608652,,APPROVED,6437e1cdc7a6a5b6924fe23c,,No,,Qonaq evi,TIMS,,,1C,website_scan,1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230413150445t-r0000120831,2023-04-13T11:04:45.622Z,2025-04-29T11:56:56.486Z
Friends House,Friends House,Sheki,"S.Kazımov 1, S.kazımov küçəsi, Şəki, Azerbaijan",41.1974753,47.1571241,994557807889,Friendshousesheki@gmail.com,https://planetofhotels.com/en/friends-house,3001920212,,APPROVED,659fa6a5ac6a950c2ed202a6,,No,,Qonaq evi,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240111122821t-r0000171027,2024-01-11T08:28:21.692Z,2025-04-29T11:56:56.486Z
Hilal boutique hotel,Hilal boutique hotel,Sheki,"Salman Mumtaz, Sheki, Azerbaijan",41.185363,47.1594805,994559779968,haciabdulla@mail.ru,Https://haciabdulla@mail.ru,3000973342,,APPROVED,6516b83bc29cd31ed9786329,,No,,Qonaq evi,TIMS + azeritour.az,https://azeritour.az/royal-boutique-hotel/,"Royal Boutique Hotel — это бутик отель, который функционирует в Баку. До центра города примерно 8 км. Добраться до основных достопримечательностей Баку очень легко. До центра можно доехать любым доступным способом. Рядом с отелем есть станция метро «Нефтчиляр». Проехав 15-20 минут езды и вы окажитесь центральной части. Также, можно воспользоваться автобусом или же такси. Отель Royal Boutique Hotel действует в отельной системе страны более 10-и лет. За это время, гостиница может похвастаться высоким качеством услуг и дружелюбным персоналом. С языковым барьером у Вас проблем не возникнут. Так как персонал говорит на русском, турецком, азербайджанском и английском языках. Номера отеля Royal Boutique Hotel Бутик-отель имеет в своих владениях 19 комнат со всеми первостепенными удобствами. В каждой комнате имеются по две кровати. Комнаты оборудованы кондиционером и отопительной системой. Помимо этого, предоставляются номера для некурящих. Если ВЫ приехали со своим питомцем, то отель не запрещает размещение домашних животных. Для этого, вы должны предварительно послать запрос. В любом случае, нужно обговаривать заранее. Услуги отеля Трансфер от и до аэропорта Уборка номеров (ежедневно) Бе",,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230929154250t-r0000162504,2023-09-29T11:42:51.388Z,2025-04-29T11:56:56.486Z
Inci Design Hotel,,Sheki,"| azeritour × Обратная связь Пляжи Хостелы Туристический сайт Азербайджана, новости туризма Меню сайта Главная Новости В",,,,,http://gmpg.org/xfn/11,,,,,,,,,azeritour.az,https://azeritour.az/inci_design_hotel,"Inci Design Hotel — данный превосходный отель расположен в городе Шеки, Азербайджан, и функционирует с 2016 года. Отель предлагает гостям высокий сервис обслуживания, комфортабельные номера со всеми удобствами. Также на территории гостиницы Inci Design Hotel функционирует ресторан İnci Restoran , который богат блюдами международной кухни и высоким уровнем сервиса. Гостиница в Шеки , предоставляет 3 вида номеров класса «King Suit»",,,,,,
Karvansaray mehmanxana kompleksi,Karvansaray mehmanxana kompleksi,Sheki,"M.F.Axundzadə adına Şəki şəhər Mədəniyyət Mərkəzi, Sheki, Azerbaijan",41.2007971,47.1759516,994557555570,reseil_karvan@mail.ru,https://www.instagram.com/karvansaray_sheki/,3002746232,,APPROVED,64c7ac1214f58db1e9886fa4,,No,,Qonaq evi,TIMS,,,Oracle OPERA; 1C,website_scan,Oracle OPERA; 1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230731164154t-r0000165827,2023-07-31T12:41:54.614Z,2025-04-29T11:56:56.486Z
Kiş Adası Resort&Restauant,Kiş Adası Resort&Restauant,Sheki,"Kiş yolu, Şəki, Azerbaijan",41.2415988,47.186536,994702505424,shergar555@gmail.com,https://www.instagram.com/kishadasi/,1300007372,,APPROVED,646486a99bff11407fb6a48e,,No,,,TIMS,,,Oracle OPERA; 1C,website_scan,Oracle OPERA; 1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230517114753t-r0000150362,2023-05-17T07:47:53.597Z,2025-04-29T11:56:56.486Z
Küngüt Hotel Resort,Küngüt Hotel Resort,Sheki,"Şəki, Azerbaijan",41.1974753,47.1571241,994553253633,prvz552014@gmail.com,,3000544602,,APPROVED,65f1a294e4f5ddcab3cd8ae3,,No,,Qonaq evi,TIMS + azeritour.az,https://azeritour.az/kungut-hotel-resort/,Карта сайта,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240313165652t-r0000136361,2024-03-13T12:56:52.357Z,2025-04-29T11:56:56.486Z
MInAli Bouqtiue Hotel,MInAli Bouqtiue Hotel,Sheki,"11/15 F.Axundov, Sheki, Azerbaijan",41.1974753,47.1571241,994504920044,minaliboutiquehotel@gmail.com,,3000322242,,APPROVED,6515c5c9c29cd31ed97862f6,3,No,,Butik Hotel,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230928222825t-r0000149064,2023-09-28T18:28:25.564Z,2025-04-29T11:56:56.486Z
Macara Sheki City Hotel,Macara Sheki City Hotel,Sheki,"Macara Sheki City Hotel, Shahriyar street, Sheki, Azerbaijan",41.2041908,47.1743451,994702061177,sheki@macaraclub.az,https://sheki.macaraclub.az/,4501341671,,APPROVED,64b68561c29cd31ed9781db8,,No,,Şəhər Hoteli,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230718162817t-r0000139491,2023-07-18T12:28:17.558Z,2025-04-29T11:56:56.486Z
Marxal Resort & Spa,Marxal Resort & Spa,Sheki,"Marxal Resort & Spa, Sheki, Azerbaijan",41.2450726,47.20247819999999,994125853585,mori.karimov@marxalresort.az,https://www.marxalresort.az/,3001594271,,APPROVED,6347f466d649b181b2a926c1,5,No,,Rezort Hotel,TIMS,,,TravelLine; 1C,website_scan,TravelLine; 1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20221013152006t-r0000102552,2022-10-13T11:20:06.692Z,2025-04-29T11:56:56.486Z
Məkan Motel Restoran,Məkan Motel Restoran,Sheki,"Şəki, Azerbaijan",41.1974753,47.1571241,994554347464,vergullahnesibov@gmail.com,,3000115712,,APPROVED,6605237de4f5ddcab3cd9cad,,No,,Qonaq evi,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240328115957t-r0000141231,2024-03-28T07:59:57.366Z,2025-04-29T11:56:56.486Z
Narın Qala,Narın Qala,Sheki,"Şəki Rayonu kiş kəndi, Kiş yolu, Sheki, Azerbaijan",41.2534194,47.188824,994508297770,narinqalahotel@gmail.com,https://narinqalahotel.com/,2701309622,,APPROVED,65df0bfde4f5ddcab3cd7ab9,,No,,Qonaq evi,TIMS,,,1C,website_scan,1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240228143333t-r0000104549,2024-02-28T10:33:33.443Z,2025-04-29T11:56:56.486Z
OTEL SERVİS,OTEL SERVİS,Sheki,"123 Zərifə Əliyeva, Şəki, Azerbaijan",41.154295,47.1919058,994506555054,sadiqlinailnazim@gmail.com,,3000854472,,APPROVED,64ff152ec29cd31ed9785d9f,,No,,Motel,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230911172501t-r0000130163,2023-09-11T13:25:02.006Z,2025-04-29T11:56:56.486Z
Old Town Sheki,Old Town Sheki,Sheki,"Şəki, Azerbaijan",41.1974753,47.1571241,994514666234,old.town.sheki2019@gmail.com,,1006165941,,APPROVED,66c2f412920d986c24775abf,,No,,Qonaq evi,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240819112818t-r0000184288,2024-08-19T07:28:18.530Z,2025-04-29T11:56:56.486Z
QONAQ EVİ,QONAQ EVİ,Sheki,"118 Zərifə Əliyeva, Sheki, Azerbaijan",41.1574988,47.1786246,994557326061,naib.nbyv.nn@gmail.com,,3001694982,,APPROVED,646633ed9bff11407fb6abb4,,No,,Hostel,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230518181925t-r0000155114,2023-05-18T14:19:25.485Z,2025-04-29T11:56:56.486Z
Qədim Nuxa Hotel və Restoran,Qədim Nuxa Hotel və Restoran,Sheki,"5 Hüseyn Əkbərov, Şəki, Azerbaijan",41.2026968,47.194846,994552230444,hesim670@gmail.com,,3000297582,,APPROVED,65f93c2ce4f5ddcab3cd973b,,No,,Şəhər Hoteli,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240319111804t-r0000122497,2024-03-19T07:18:04.929Z,2025-04-29T11:56:56.486Z
Ruma Qala Hotel,Ruma Qala Hotel,Sheki,"Şəki şəhəri , Nakam , ev 7A",41.1974753,47.1571241,994502958795,info@rumaqala.az,https://instagram.com/qalahotel_shaki,3001957761,,APPROVED,64638e269bff11407fb6a343,,No,,Şəhər Hoteli,TIMS,,,Oracle OPERA; 1C,website_scan,Oracle OPERA; 1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230516180732t-r0000153606,2023-05-16T14:07:34.585Z,2025-04-29T11:56:56.486Z
Sahil Pansionatı,Sahil Pansionatı,Sheki,"Salman Mumtaz, Sheki, Azerbaijan",41.185363,47.1594805,994242445491,sahil.pansionat@gmail.com,,3000126571,,APPROVED,66e7e85c4802fe54233c548d,,No,,Hostel,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240916121212t-r0000188941,2024-09-16T08:12:12.276Z,2025-04-29T11:56:56.486Z
Sheki Palace Hotel,Sheki Palace Hotel,Sheki,"Sheki Palace Hotel, Mirza Fatali Akhundzada, Şəki, Azerbaijan",41.2004218,47.1952556,994242449044,info@resanthotels.az,https://www.resantgroup.az/,1500613121,3,APPROVED,646c67f49bff11407fb6b520,,No,,Qonaq evi,TIMS + azeritour.az + azeritour.az,https://azeritour.az/business_place_hotel,"Sheki Palace Hotel — это прекрасный и комфортабельный. Находится на просторах исторического региона Шеки . Побывав тут,вы окунетесь в уникальную историю города. Архитектура отеля удачно сочетает в себе современный стиль, классические и национальные узоры. Гостиница украшена мрамором и интересными камнями. В Sheki Palace Hotel будет комфортно как бизнесмену так и путешественнику, для каждого гостя созданы все условия. На территории отеля есть просторный ресторан, фитнес и конференц зал. Номера отеля Sheki Palace Hotel Отель предлагает на выбор гостям из 46 комфортабельных номеров со всеми удобствами. К вашим услугам: 22 стандартных номеров, 10 двухместных, 6 трехместных, 4 Junior Suite, два полулюкса, 1 семейный люкс, 1 представительский, 1 президентский и 8 стандартных номеров для курящих. Услуги Завтрак в номер Оплата картами Visa/Master Время въезда 14:00 Время выезда 12:00 Ресторан Фитнес Конференц зал Отель в Шеки приглашает вас на завтрак, обед и ужин в свой просторный ресторан Şəbəkə , который имеет 50 посадочных мест. Также есть летний ресторан «Teras», который подходит для романтических ужинов, перед вами открывается прекрасный пейзаж Больших Кавказских гор, ресторан имеет ",,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230523111500t-r0000169540,2023-05-23T07:15:00.400Z,2025-04-29T11:56:56.486Z
Stop Hotel,Stop Hotel,Sheki,"Salman Mumtaz, Sheki, Azerbaijan",41.185363,47.1594805,994556725544,fmammadli9@gmail.com,,3000013141,,APPROVED,667909aeebd0ad7d06e7e165,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240305120550t-r0000193041,2024-06-24T05:52:46.850Z,2025-04-29T11:56:56.486Z
Tulpan,Tulpan,Sheki,Şəki şəh. Bəxtiyar Vahabzadə 125,41.1974753,47.1571241,994512993388,tulpanhotel@gmail.com,,3000011562,,APPROVED,6458b8746506cef40b9dc978,,No,,Hostel,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230508125307t-r0000191695,2023-05-08T08:53:08.018Z,2025-04-29T11:56:56.486Z
Tübram Hotel,Tübram Hotel,Sheki,"Şəki, Azerbaijan İzzət Həmidov",41.1943396,47.1759452,994503376705,talib1690@mail.ru,,3000027902,,APPROVED,6639dd1ce4f5ddcab3cddbbc,,No,,Hostel,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240507114948t-r0000106699,2024-05-07T07:49:48.666Z,2025-04-29T11:56:56.486Z
Yaffle inn Shaki Boutique Hotel & Restaurant,Yaffle inn Shaki Boutique Hotel & Restaurant,Sheki,"Yaffle Inn Shaki Boutique Hotel and Restaurant, Heydar Aliyev Avenue, Sheki, Azerbaijan",41.204288,47.1779493,994505112081,yaffle.inn@gmail.com,,1304312252,,APPROVED,6500310cc29cd31ed9785e02,,No,,Butik Hotel,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230912133612t-r0000164904,2023-09-12T09:36:12.088Z,2025-04-29T11:56:56.486Z
İssam Hotel,İssam Hotel,Sheki,"Şəki, Azerbaijan",41.1974753,47.1571241,994552248781,admin@issam.az,,3003093802,,APPROVED,66322d06e4f5ddcab3cdd388,,No,,Butik Hotel,TIMS + azeritour.az,https://azeritour.az/issam_hotel_spa/,"Отель Issam Hotel & Spa расположен в Шеки , среди величественных гор. Это не просто отель а центр здоровья, так как Вы можете совместить отдых и параллельно заняться своим здоровьем. Цент начал функционировать с 2012 года, и с тех пор оказывает высокий и широкий спектр услуг. По мимо правильных физических упражнений, вам также окажут медицинские и оздоровительные услуги. На территории комплекса имеется большой бассейн, отдельный фитнес зал, сауна, парная а также услуги массажиста. Что касается персонала, то профессиональные работники готовы обслужить вас в любое время года и суток.",,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240501155238t-r0000193841,2024-05-01T11:52:38.559Z,2025-04-29T11:56:56.486Z
ŞƏKİ PARK İSTİRAHƏT MƏRKƏZİ,ŞƏKİ PARK İSTİRAHƏT MƏRKƏZİ,Sheki,"Bəxtiyar Vahabzadə, Şəki rayonu, Azerbaijan",41.2142621,47.1170219,994506550803,shekipark2015@mail.ru,,1402868641,,APPROVED,644a72ff6506cef40b9db7dc,3,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230427170503t-r0000114260,2023-04-27T13:05:03.418Z,2025-04-29T11:56:56.486Z
Şəki Olimpiya İdman Kompleksi,Şəki Olimpiya İdman Kompleksi,Sheki,"Şəki, Azerbaijan",41.1974753,47.1571241,994105752525,shekiolimpiyahotelresort@gmail.com,,3001651861,,APPROVED,664b011de4f5ddcab3cde283,,No,,Rezort Hotel,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240520115156t-r0000146965,2024-05-20T07:51:57.155Z,2025-04-29T11:56:56.486Z
Şəki Saray Hotel,Şəki Saray Hotel,Sheki,"187 Məmmədəmin Rəsulzadə prospekti, Sheki, Azerbaijan",41.2028627,47.1779875,994705134344,ramal.seyidov.sheki@gmail.com,,3003335202,4,APPROVED,65f9889a646cbbbc85952aa8,,No,,Qonaq evi,TIMS + azeritour.az,https://azeritour.az/sheki_saray_otel,"Sheki Saray Hotel — отличное решение, если вы собрались посетить регион Шеки . Данный отель расположен очень удачно, во первых совсем не далеко, всего в 200 метрах находится от Шекинского городского парка. Также, совсем рядом находится «Старый город Шеки». Вы будете чувствовать себя комфортно среди Кавказских гор, вдыхая ежедневно чистый горный воздух. В 100 км от города, находится международный аэропорт в Закатала , а в 30 км железнодорожный вокзал Шеки. Сам отель Sheki Saray имеет статус четырехзвездочного, класса « люкс «, сервис на высоком уровне, также как и оформление и обслуживание номеров. На территории гостиницы Sheki Saray есть ресторан, бар, великолепный сад, детская площадка и многое другое.",,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230506134151t-r0000153681,2024-03-19T12:44:10.883Z,2025-04-29T11:56:56.486Z
Şəki Yaylası İstirahət Mərkəzi,Şəki Yaylası İstirahət Mərkəzi,Sheki,"Baş Kəldək, Azerbaijan",41.1636947,47.3341581,994507672200,shekiyaylasi@gmail.com,,1600593122,,APPROVED,66d6fd27920d986c24776999,,No,,Rezort Hotel,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240903161223t-r0000188548,2024-09-03T12:12:23.079Z,2025-04-29T11:56:56.486Z
MARIANA TRENCH HOTEL,MARIANA TRENCH HOTEL,Sumqayit,"Novxani, Baku, Azerbaijan",40.52564330000001,49.7831634,994775851616,marianatrenchnovxani@gmail.com,,2904395852,,APPROVED,65951162ac6a950c2ed1f9d4,5,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240103114850t-r0000107174,2024-01-03T07:48:50.193Z,2025-04-29T11:56:56.486Z
Qonaq evi -3 otaq,Qonaq evi -3 otaq,Sumqayit,"Mirvari City, Sumqayit, Azerbaijan",40.5856027,49.6880672,+994506255880,uabbasova@gmail.com,,4600390442,,APPROVED,68e8b49c10f944d56cfca9d4,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20251010112411t-r0000182505,2025-10-10T07:24:12.171Z,2025-10-30T05:27:09.318Z
Regnum Hotel,Regnum Hotel,Sumqayit,"Regnum Hotel Baku, Sumqayit, Azerbaijan",40.5761611,49.70988209999999,994512793939,regnumhotelbaku@gmail.com,,1008352992,,APPROVED,65f84ea2e4f5ddcab3cd9675,,No,,Rezort Hotel,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240318182434t-r0000171299,2024-03-18T14:24:34.938Z,2025-04-29T11:56:56.486Z
SUMQAYIT PLAZA HOTEL MMC,SUMQAYIT PLAZA HOTEL MMC,Sumqayit,"65 Sülh küçəsi, Sumqayit, Azerbaijan",40.5856919,49.6669396,+994505250539,sumqayitplazahotel@gmail.com,,1803157291,,APPROVED,6981e9115a739acd753cebc9,,No,,,TIMS + azeritour.az,https://azeritour.az/sumgayit_plaza_hotel,"Sumgayit Plaza Hotel — это отель, который функционирует в городе Сумгайыт. Он входит в сеть отелей Selective Hotels Swiss. Данный отель считается самым большим отелем Сумгайыта.",,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20260203162449t-r0000128014,2026-02-03T12:24:49.791Z,2026-02-04T06:12:38.494Z
planetofhotels,planetofhotels,Sumqayit,"Saray-Novxanı Yolu, Sumqayit, Azerbaijan",40.528894,49.7288075,994512397575,hotelbosmannovxani@gmail.com,https://planetofhotels.com,2001975481,,APPROVED,64c113e4c29cd31ed978358b,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230726163900t-r0000157023,2023-07-26T12:39:00.502Z,2025-04-29T11:56:56.486Z
AVDIOĞLULAR HOTEL RESTORAN,AVDIOĞLULAR HOTEL RESTORAN,Tovuz,"Qazıqulu, Tovuz, Azerbaijan",40.9717747,45.6162587,994554890085,ismayilovorxan500@gmail.com,,7300148712,,APPROVED,6461d5019bff11407fb69321,,No,,Şəhər Hoteli,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230515104519t-r0000173670,2023-05-15T06:45:21.597Z,2025-04-29T11:56:56.486Z
Ayan Palace Otel,Ayan Palace Otel,Tovuz,"Tovuz Rayonu, Azerbaijan",41.13582170000001,45.8531835,994502299009,ayanpalacehotel@mail.ru,https://www.ayanpalace.az/,1502017922,5,APPROVED,656dba3c0fef7735a857013b,,No,,Şəhər Hoteli,TIMS + azeritour.az + azeritour.az,https://azeritour.az/karvan_palace_hotel_resort,"Ayan Palace Hotel — это пятизвездочный комфортабельный отель расположенный в городе Товуз, Азербайджан. Отель расположен на шоссе Баку-Тбилиси, считающихся основной частью древнего Великого Шелкового Пути. Рядом с гостиницей расположен Товузская крепость , рядом протекает река, и неподалеку самый большой парк имени Гейдара Алиева.",,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20231204153836t-r0000184066,2023-12-04T11:38:36.957Z,2025-04-29T11:56:56.486Z
Fenix otel,Fenix otel,Tovuz,"Tovuz, Azerbaijan",40.9954523,45.6165907,994704127474,sultanovcamal446@gmail.com,https://www.Fenixotel.az,7300764362,,APPROVED,65b8f089ac6a950c2ed210a7,,No,,Şəhər Hoteli,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240130165017t-r0000154979,2024-01-30T12:50:17.738Z,2025-04-29T11:56:56.486Z
LAKE PARK OTEL,LAKE PARK OTEL,Tovuz,"Tovuz, Azerbaijan",40.9954523,45.6165907,994702083202,deyirmanci@mail.ru,,1000320282,,APPROVED,65ae4af2ac6a950c2ed209de,,No,,Şəhər Hoteli,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240122150106t-r0000122470,2024-01-22T11:01:06.542Z,2025-04-29T11:56:56.486Z
Suyun səsi,Suyun səsi,Tovuz,"Tovuz, Azerbaijan",40.9954523,45.6165907,994518698888,Goyezenmmc@mail.ru,https://www.suyunsesi.az,7301113212,,APPROVED,65a7c4e2ac6a950c2ed20789,,No,,Şəhər Hoteli,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240117161530t-r0000163757,2024-01-17T12:15:30.569Z,2025-04-29T11:56:56.486Z
İZEL QONAQ EVİ,İZEL QONAQ EVİ,Tovuz,"Tovuz Rayon İcra Hakimiyyəti, Tovuz, Azerbaijan",40.9920023,45.6157641,994773154360,elchin763@mail.ru,,2001988352,,APPROVED,645e2b859bff11407fb68f44,,No,,Qonaq evi,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230512160525t-r0000141283,2023-05-12T12:05:25.122Z,2025-04-29T11:56:56.486Z
Şam Bağı otel,Şam Bağı otel,Tovuz,"Tovuz Rayonu, Azerbaijan",41.13582170000001,45.8531835,994552299009,ayanpalacehotel@mail.ru,https://www.ayanpalace.az/,1502017922,,APPROVED,656dbd490fef7735a857015d,,No,,Şəhər Hoteli,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20231204155137t-r0000152357,2023-12-04T11:51:37.818Z,2025-04-29T11:56:56.486Z
ELİT İNN HOTEL,ELİT İNN HOTEL,Tərtər,"5 Elman Hüseynov Küçəsi, Terter, Azerbaijan",40.3421516,46.9308631,994515234204,elitinnhoteltartar@gmail.com,,7201370441,,APPROVED,64b62e4ac29cd31ed9781954,,No,,Şəhər Hoteli,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230718101642t-r0000137841,2023-07-18T06:16:42.062Z,2025-04-29T11:56:56.486Z
FERMER HOTEL,FERMER HOTEL,Ucar,"Qazıqumlaq, Ucar, Azerbaijan",40.5209433,47.523675,994507429500,mezahir-veliyev61@mail.ru,,7400485412,,APPROVED,6576bec759a98656a2abf33d,,No,,Motel,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20231104152457t-r0000105354,2023-12-11T07:48:23.624Z,2025-04-29T11:56:56.486Z
Göbələk Motel,Göbələk Motel,Ucar,"Ucar, Azerbaijan",40.5067525,47.6489641,994505641434,cefercabbarov42@gmail.com,,7400525602,,APPROVED,65439bccc29cd31ed9787b86,,No,,Şəhər Hoteli,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20231102165332t-r0000124816,2023-11-02T12:53:32.684Z,2025-04-29T11:56:56.486Z
UCAR,UCAR,Ucar,"Qarabörk, Ucar, Azerbaijan",40.4804152,47.6605055,994558572555,emammadov1964@mail.ru,,7400066332,,APPROVED,655b3efec77bbf46b8c5a118,,No,,Motel,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20231120151158t-r0000153103,2023-11-20T11:11:58.946Z,2025-04-29T11:56:56.486Z
"""NATAVAN HOTEL RESTAURANT""","""NATAVAN HOTEL RESTAURANT""",Xankəndi,"Xankəndi, Azerbaijan",39.8263462,46.7655963,+994518277141,huseynovyusif1994@gmail.com,,1506866681,,APPROVED,6943de6310f944d56cfcc03e,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20251218145843t-r0000170483,2025-12-18T10:58:43.515Z,2025-12-22T06:38:31.764Z
Han Hotel,Han Hotel,Xankəndi,"7 Maksim Qorki Küçəsi, Khankendi, Xankəndi, Azərbaycan",39.8174366,46.7568268,994102561515,info@han.az,http://www.han.az/,8800011101,,APPROVED,67bebfbfbf7858467bfd570b,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20250226111614t-r0000122980,2025-02-26T07:16:15.042Z,2025-04-29T11:56:56.486Z
KHAN CİTY HOTEL,KHAN CİTY HOTEL,Xankəndi,"Xankendi, Azerbaijan",39.8265268,46.7655621,994507762929,khabcityhotel@gmail.com,,3400314052,,APPROVED,6797576e21127fae3b556254,,No,,Şəhər Hoteli,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20250127135246t-r0000194770,2025-01-27T09:52:46.176Z,2025-10-31T06:37:47.562Z
